id,IATACode,region,country,name,lat,lon,elevation,bearing,indicator
CEQ3,   ,CAN,CY,CAMROSE,53.039817,-112.816244,2426.0,15.0,C
CEQ4,   ,CAN,CY,WHETSTONE INTL,48.998669,-112.776231,4336.0,14.0,C
CER2,   ,CAN,CY,CASTOR,52.216667,-111.933333,2704.0,14.0,C
CER3,YDC,CAN,CY,DRAYTON VALLEY INDUSTRIAL,53.265833,-114.960278,2776.0,16.0,C
CER4,   ,CAN,CY,MILDRED LAKE,57.055461,-111.574011,1046.0,15.0,C
CES2,   ,CAN,CY,ST-ESPRIT,45.911389,-73.6725,192.0,-16.0,C
CES3,   ,CAN,CY,ST ALBERT (DELTA HELICOPTERS),53.686583,-113.687194,2265.0,15.0,H
CES4,   ,CAN,CY,WESTLOCK,54.142222,-113.740833,2214.0,16.0,C
CES5,   ,CAN,CY,CENTRALIA (ESSERY FIELD),43.292083,-81.465417,885.0,-9.0,C
CET2,CFM,CAN,CY,LEISMER,55.69605,-111.279325,1913.0,15.0,C
CET4,   ,CAN,CY,FT SIMPSON I,61.866667,-121.366111,405.0,21.0,C
CET9,   ,CAN,CY,JEAN MARIE RIVER,61.522369,-120.624872,457.0,21.0,C
CEU2,   ,CAN,CY,BEAVERLODGE,55.184461,-119.447492,2289.0,18.0,C
CEU4,   ,CAN,CY,ROCKY MOUNTAIN HOUSE (GEN HOSP,52.378864,-114.920883,3330.0,15.0,H
CEU9,   ,CAN,CY,SAMBAA K'E,60.423497,-121.2696,1622.0,20.0,C
CEV2,   ,CAN,CY,EDRA,57.85,-113.25,2625.0,16.0,C
CEV3,   ,CAN,CY,VEGREVILLE,53.513944,-112.027419,2072.0,14.0,C
CEV5,   ,CAN,CY,MAYERTHORPE,53.937353,-115.178561,2432.0,15.0,C
CEV7,   ,CAN,CY,TOFIELD,53.371111,-112.696667,2311.0,15.0,C
CEV9,   ,CAN,CY,SNARE RIVER,63.433333,-116.183333,700.0,20.0,C
CEW3,   ,CAN,CY,ST PAUL,53.993733,-111.377947,2148.0,14.0,C
CEW5,   ,CAN,CY,MILK RIVER,49.133333,-112.05,3449.0,13.0,C
CEW7,   ,CAN,CY,UNIV OF ALBERTA (STOLLERY CHIL,53.520278,-113.521667,2367.0,15.0,H
CEX3,   ,CAN,CY,WETASKIWIN,52.964931,-113.411094,2508.0,15.0,C
CEX4,   ,CAN,CY,CARMACKS,62.110833,-136.178389,1770.0,20.0,C
CEX9,   ,CAN,CY,BRANT (DIXON FARM),50.419444,-113.540833,3342.0,14.0,C
CEY3,   ,CAN,CY,FT MACLEOD,49.7,-113.416667,3138.0,14.0,C
CEZ2,   ,CAN,CY,CHAPMAN,64.903517,-138.277411,3110.0,20.0,C
CEZ3,   ,CAN,CY,COOKING LAKE,53.427528,-113.115567,2437.0,15.0,C
CEZ4,   ,CAN,CY,FT VERMILION (WOP MAY MEMORIAL,58.404053,-115.948122,843.0,17.0,C
CFA2,   ,CAN,CY,FIG AIR,45.128056,-79.537778,748.0,-11.0,H
CFA4,   ,CAN,CY,CARCROSS,60.174167,-134.697778,2161.0,22.0,C
CFA5,   ,CAN,CY,GRANDE,56.3,-112.233333,1750.0,15.0,C
CFA7,GSL,CAN,CY,TALTHEILEI NARROWS,62.597197,-111.54135,617.0,16.0,C
CFA8,   ,CAN,CY,THREE HILLS HOSPITAL,51.708667,-113.251861,3000.0,15.0,H
CFB3,   ,CAN,CY,HESPERO,52.3,-114.463611,3175.0,15.0,C
CFB4,   ,CAN,CY,TROUT LAKE,56.5,-114.55,2290.0,17.0,C
CFB5,   ,CAN,CY,NAMUR LAKE,57.383333,-112.8,2560.0,16.0,C
CFB6,   ,CAN,CY,JOSEPHBURG,53.728064,-113.087197,2069.0,15.0,C
CFB7,   ,CAN,CY,STEEN RIVER,59.633333,-117.166667,996.0,19.0,C
CFC2,   ,CAN,CY,BITUMOUNT,57.366667,-111.633333,867.0,20.0,C
CFC4,XMP,CAN,CY,MACMILLAN PASS,63.176178,-130.203542,3810.0,21.0,C
CFC7,   ,CAN,CY,RIMBEY,52.681944,-114.2375,2963.0,15.0,C
CFC8,   ,CAN,CY,FLAMBORO CENTRE,43.371375,-79.931911,813.0,-10.0,C
CFD4,   ,CAN,CY,FOREMOST,49.483056,-111.494444,2909.0,13.0,C
CFF2,   ,CAN,CY,CHRISTINA BASIN,55.59,-111.823056,2365.0,15.0,C
CFF4,   ,CAN,CY,GREAT BEAR LAKE,66.703056,-119.717222,551.0,21.0,C
CFF9,   ,CAN,CY,MAREK FARMS,53.031389,-112.777778,2449.0,15.0,C
CFG3,   ,CAN,CY,CONSORT,52.016667,-110.75,2499.0,13.0,C
CFG4,   ,CAN,CY,DEBOLT,55.233333,-118.033333,2120.0,18.0,C
CFG5,   ,CAN,CY,JOHN D'OR PRAIRIE,58.491389,-115.138333,950.0,17.0,C
CFH4,   ,CAN,CY,FOX HARBOUR,45.870106,-63.461131,62.0,-18.0,C
CFH7,   ,CAN,CY,ROYAL ALEXANDRA HOSPITAL,53.557778,-113.496389,2253.0,15.0,H
CFH8,   ,CAN,CY,ZAJES,53.216667,-114.333333,2530.0,16.0,C
CFK2,   ,CAN,CY,BASHAW,52.5575,-112.964722,2610.0,15.0,C
CFK4,   ,CAN,CY,CALLING LAKE,55.316667,-113.25,2092.0,16.0,C
CFK6,   ,CAN,CY,OLDS (NETOOK),51.847572,-114.064583,3330.0,14.0,C
CFL2,   ,CAN,CY,MCNEILL SPECTRA ENERGY,50.6825,-110.041944,2395.0,13.0,C
CFL4,   ,CAN,CY,SMITHORRS,44.264986,-80.527667,1462.0,-10.0,C
CFL9,   ,CAN,CY,JOHNSON LAKE,57.566667,-110.316667,2000.0,14.0,C
CFM2,   ,CAN,CY,BIRCH MOUNTAIN,57.694942,-111.83885,2600.0,15.0,C
CFM4,   ,CAN,CY,DONNELLY,55.709344,-117.093908,1950.0,17.0,C
CFM6,   ,CAN,CY,TEEPEE,56.459444,-114.119167,2565.0,16.0,C
CFM7,   ,CAN,CY,BOYLE,54.574028,-112.820556,2154.0,14.0,C
CFM8,   ,CAN,CY,FT MACLEOD (ALCOCK FARM),49.583333,-113.3,3335.0,14.0,C
CFN5,   ,CAN,CY,LA CRETE,58.173006,-116.334253,1048.0,18.0,C
CFN6,PFM,CAN,CY,PRIMROSE,55.390606,-111.120297,2304.0,14.0,C
CFN7,   ,CAN,CY,SUNDRE,51.774672,-114.680969,3663.0,15.0,C
CFP4,   ,CAN,CY,MC QUESTEN,63.604889,-137.563606,1500.0,20.0,C
CFP5,   ,CAN,CY,GLENDON,54.270833,-111.066667,1835.0,14.0,C
CFP6,   ,CAN,CY,LA BICHE RIVER,60.129167,-124.048611,1356.0,21.0,C
CFP8,   ,CAN,CY,COUSINS,60.808056,-135.177222,2200.0,22.0,C
CFQ4,   ,CAN,CY,CHEADLE,51.0575,-113.623611,3300.0,15.0,C
CFQ5,   ,CAN,CY,SILVER CITY,61.028889,-138.4075,2570.0,21.0,C
CFQ6,   ,CAN,CY,PELLY CROSSING,62.837503,-136.527694,1870.0,21.0,C
CFQ7,   ,CAN,CY,GARTNER,53.281667,-113.455,2390.0,15.0,C
CFR2,   ,CAN,CY,BLACKWELLS,52.893333,-112.546111,2325.0,15.0,C
CFR5,   ,CAN,CY,ALBAN,46.093244,-80.604042,711.0,-10.0,C
CFR7,   ,CAN,CY,RED DEER FORESTRY,51.651389,-115.239167,4646.0,16.0,C
CFS3,   ,CAN,CY,FORT SELKIRK,62.768333,-137.384722,1560.0,20.0,C
CFS4,   ,CAN,CY,OGILVIE,65.674389,-138.115675,1640.0,21.0,C
CFS5,   ,CAN,CY,SPIRIT RIVER,55.783611,-118.839722,2044.0,18.0,C
CFS6,   ,CAN,CY,LOON RIVER,57.140833,-115.073889,1550.0,17.0,C
CFS7,   ,CAN,CY,TWIN CREEKS,62.619275,-131.270139,2913.0,21.0,C
CFS8,   ,CAN,CY,CLEARWATER RIVER,51.988056,-115.228333,4100.0,16.0,C
CFT2,   ,CAN,CY,WILDERMAN FARM,50.5525,-113.596667,3350.0,15.0,C
CFT3,   ,CAN,CY,FINLAYSON LAKE,61.691389,-130.773889,3094.0,22.0,C
CFT5,   ,CAN,CY,HYLAND,61.523889,-128.269722,2831.0,22.0,C
CFT8,   ,CAN,CY,PELICAN,56.160808,-113.473617,2059.0,16.0,C
CFU3,   ,CAN,CY,CHIPMAN,53.716667,-112.633333,2195.0,15.0,C
CFU4,   ,CAN,CY,GARDEN RIVER,58.713889,-113.876111,790.0,17.0,C
CFU8,   ,CAN,CY,IRMA,52.912222,-111.173889,2230.0,14.0,C
CFV2,   ,CAN,CY,BEISEKER,51.393333,-113.471944,3036.0,15.0,C
CFV3,   ,CAN,CY,MOBIL BISTCHO,59.483333,-119.016667,2000.0,19.0,C
CFV6,   ,CAN,CY,MARGARET LAKE,58.95,-115.25,2750.0,18.0,C
CFV7,   ,CAN,CY,CLARESHOLM (GEN HOSPITAL),50.018297,-113.582917,3394.0,14.0,H
CFV8,   ,CAN,CY,BROOKS COMMUNITY HEALTH CENTRE,50.568667,-111.888281,2498.0,12.0,H
CFV9,   ,CAN,CY,DRAYTON VALLEY HEALTH CENTER,53.212333,-114.970833,2881.0,16.0,H
CFW2,   ,CAN,CY,GORDON LAKE,56.616667,-110.5,1600.0,14.0,C
CFW4,   ,CAN,CY,MUSKEG TOWER,57.1375,-110.8925,2020.0,15.0,C
CFW5,   ,CAN,CY,TALTSON RIVER,60.394167,-111.347222,875.0,16.0,C
CFX2,   ,CAN,CY,OKOTOKS AIRRANCH,50.733861,-113.934333,3601.0,15.0,C
CFX3,   ,CAN,CY,DOIG,56.95,-119.516667,3500.0,19.0,C
CFX4,   ,CAN,CY,MANNING,56.950881,-117.644033,1612.0,18.0,C
CFX5,   ,CAN,CY,RENARD,52.730628,-72.220967,1563.0,-19.0,C
CFX6,   ,CAN,CY,VULCAN,50.404722,-113.283333,3437.0,14.0,C
CFX8,   ,CAN,CY,KIRKBY FIELD,51.041667,-113.751667,3339.0,15.0,C
CFY2,   ,CAN,CY,GRIST LAKE,55.4,-110.483333,2000.0,19.0,C
CFY4,   ,CAN,CY,WINTERS AIRE PARK,50.9,-113.783333,3370.0,15.0,C
CFY5,   ,CAN,CY,PINE LAKE,60.103056,-130.933611,3250.0,22.0,C
CFZ3,   ,CAN,CY,SCHLENKER,49.972222,-110.723611,2365.0,13.0,C
CFZ5,   ,CAN,CY,GOODWINS FARM,51.733333,-114.666667,3700.0,15.0,C
CGB2,   ,CAN,CY,BISHELL'S,51.582778,-114.051944,3400.0,15.0,C
CGB3,   ,CAN,CY,GREENBUSH,44.001125,-77.073458,460.0,-12.0,C
CGF2,   ,CAN,CY,LECHELT,53.576389,-112.980833,2400.0,15.0,C
CGF4,   ,CAN,CY,GRAND FORKS (BOUNDARY HOSPITAL,49.030631,-118.469878,1741.0,16.0,H
CGF5,   ,CAN,CY,GOODWOOD,53.345358,-114.155714,2390.0,15.0,C
CGF6,   ,CAN,CY,GILFORD,44.219578,-79.541769,738.0,-11.0,C
CGK2,   ,CAN,CY,GAHCHO KUE,63.435294,-109.144683,1429.0,14.0,C
CGL2,   ,CAN,CY,HARROW,42.059444,-82.840833,610.0,-6.0,C
CGL4,   ,CAN,CY,EAGLESHAM SOUTH,55.671111,-117.935556,1920.0,18.0,C
CGM2,   ,CAN,CY,SMOKY LAKE (GEORGE MCDOUGALL H,54.121667,-112.465833,2009.0,14.0,H
CGR3,   ,CAN,CY,GEORGE LAKE,65.928611,-107.4625,1150.0,12.0,C
CGS2,   ,CAN,CY,GOOSE LAKE,65.551811,-106.435814,972.0,11.0,C
CGV7,   ,CAN,CY,SPRINGVALE,42.970139,-80.159556,720.0,-10.0,C
CGW2,   ,CAN,CY,GLENWOOD,49.354517,-113.495656,3606.0,14.0,C
CHB3,   ,CAN,CY,HOPE BAY,68.161186,-106.615547,155.0,10.0,C
CHC3,   ,CAN,CY,BARRHEAD (HEALTHCARE CENTRE),54.118328,-114.400197,2121.0,16.0,H
CHC4,   ,CAN,CY,PONOKA (HOSPITAL & CARE CENTRE,52.68525,-113.589358,2676.0,15.0,H
CHC5,   ,CAN,CY,HAYES CAMP,66.651667,-91.544167,780.0,-12.0,C
CHF2,   ,CAN,CY,MANOTICK (HOPE),45.190556,-75.708611,315.0,-14.0,C
CHF3,   ,CAN,CY,WESTLOCK,54.206725,-114.120592,2030.0,15.0,C
CHF4,   ,CAN,CY,HAWKEFIELD,43.998453,-78.648314,620.0,-11.0,C
CHF5,   ,CAN,CY,HANE,48.4475,-89.536528,1150.0,-4.0,C
CHG2,   ,CAN,CY,HARBOUR GRACE,47.685556,-53.253889,325.0,-19.0,C
CHJ4,   ,CAN,CY,BOYLE (HEALTHCARE CENTRE),54.588653,-112.801894,2137.0,15.0,H
CHL2,   ,CAN,CY,KINGS,45.142681,-64.42275,98.0,-18.0,C
CHP,CHP,CAN,PA,CIRCLE HOT SPRINGS,65.485908,-144.611686,870.0,30.0,C
CHQE,   ,CAN,CY,HALIFAX (QE II HEALTH SCIENCES,44.645953,-63.586567,260.0,-19.0,H
CHR2,   ,CAN,CY,HIGH RIVER (HOSPITAL),50.576111,-113.879444,3407.0,15.0,H
CHS3,   ,CAN,CY,HILLSPRING,49.336667,-113.573333,3700.0,14.0,C
CHT4,   ,CAN,CY,NELSON (HIGH TERRAIN HELICOPTE,49.4867,-117.327283,1950.0,15.0,H
CHW2,   ,CAN,CY,ORANGEVILLE (HEADWATERS HEALTH,43.92,-80.075556,1520.0,-10.0,H
CJA2,   ,CAN,CY,SELKIRK,42.806808,-79.976883,620.0,-10.0,C
CJA3,   ,CAN,CY,MORDEN REGIONAL,49.210542,-98.060447,957.0,4.0,C
CJA4,   ,CAN,CY,BOISSEVAIN,49.25,-100.066667,1650.0,9.0,C
CJA5,   ,CAN,CY,NESTOR FALLS,49.140278,-93.916944,1195.0,2.0,C
CJA6,   ,CAN,CY,MINAKI,49.971389,-94.700972,1095.0,1.0,C
CJA7,   ,CAN,CY,ARCOLA,49.633333,-102.483333,1985.0,9.0,C
CJB2,   ,CAN,CY,FRIENDSHIP,49.491389,-98.018611,882.0,4.0,C
CJB3,   ,CAN,CY,STEINBACH,49.549444,-96.679444,850.0,3.0,C
CJB5,   ,CAN,CY,MARSHALL MCLEOD,50.168611,-101.644167,1853.0,7.0,C
CJB6,   ,CAN,CY,GODS LAKE,54.779167,-93.716944,605.0,-1.0,C
CJB8,   ,CAN,CY,KYLE,50.833333,-108.07,2175.0,12.0,C
CJC2,   ,CAN,CY,CRAIK,51.056111,-105.838333,1950.0,10.0,C
CJC3,   ,CAN,CY,DAVIDSON MUNI,51.247778,-105.976389,2025.0,10.0,C
CJC4,   ,CAN,CY,CENTRAL BUTTE,50.801389,-106.488333,2030.0,11.0,C
CJC5,   ,CAN,CY,SHAUNAVON,49.658822,-108.406331,3027.0,12.0,C
CJC6,   ,CAN,CY,HAFFORD,52.732539,-107.374539,1935.0,11.0,C
CJC8,   ,CAN,CY,LAURIE RIVER,56.248611,-101.304167,1200.0,6.0,C
CJD2,   ,CAN,CY,CUDWORTH MUN,52.483333,-105.717222,1878.0,10.0,C
CJD3,   ,CAN,CY,BIRCH HILLS,52.990833,-105.444722,1500.0,10.0,C
CJD5,   ,CAN,CY,LEADER,50.877222,-109.500556,2201.0,12.0,C
CJE2,   ,CAN,CY,DORE LAKE,54.616667,-107.383333,1565.0,12.0,C
CJE3,   ,CAN,CY,WEYBURN,49.697494,-103.800722,1934.0,8.0,C
CJE4,   ,CAN,CY,SNOW LAKE,54.897222,-99.818889,993.0,5.0,C
CJE5,   ,CAN,CY,GLASLYN,53.377308,-108.342347,2250.0,12.0,C
CJE7,   ,CAN,CY,ASHERN,51.159172,-98.333169,976.0,4.0,C
CJF3,   ,CAN,CY,ILE-A-LA-CROSSE,55.489667,-107.930833,1394.0,13.0,C
CJF4,   ,CAN,CY,BUFFALO (JAQUES FARMS),50.860694,-110.654861,2000.0,13.0,C
CJF8,   ,CAN,CY,BIGGAR,52.051111,-107.988333,2130.0,12.0,C
CJG2,   ,CAN,CY,EATONIA (ELVIE SMITH) MUN,51.219306,-109.392353,2365.0,12.0,C
CJG6,   ,CAN,CY,KENORA (LAKE OF THE WOODS DIST,49.768611,-94.498889,1100.0,1.0,H
CJH2,   ,CAN,CY,GILBERT PLAINS,51.133333,-100.5,1310.0,10.0,C
CJH3,   ,CAN,CY,MAIDSTONE,53.097906,-109.328803,1994.0,13.0,C
CJH7,   ,CAN,CY,BEECHY,50.833333,-107.372222,2100.0,15.0,C
CJH8,   ,CAN,CY,LEASK,53.016667,-106.75,1715.0,11.0,C
CJJ2,   ,CAN,CY,GLENBORO,49.55,-99.333333,1240.0,5.0,C
CJJ3,   ,CAN,CY,LOCHE MIST FARMS,53.5465,-115.260667,2880.0,16.0,C
CJJ4,   ,CAN,CY,DELORAINE,49.150422,-100.500544,1686.0,6.0,C
CJJ5,   ,CAN,CY,CABRI,50.619444,-108.466111,2175.0,12.0,C
CJJ8,   ,CAN,CY,MACKLIN,52.342778,-109.918889,2280.0,13.0,C
CJK2,   ,CAN,CY,GUNISAO LAKE,53.52,-96.371111,886.0,2.0,C
CJK3,   ,CAN,CY,BEAUVAL,55.110378,-107.716306,1430.0,12.0,C
CJK4,   ,CAN,CY,ESTERHAZY,50.642778,-102.100278,1700.0,11.0,C
CJK5,   ,CAN,CY,GULL LAKE,50.057778,-108.49,2665.0,12.0,C
CJK9,   ,CAN,CY,PREECEVILLE,51.95,-102.65,1750.0,8.0,C
CJL2,YDJ,CAN,CY,HATCHET LAKE,58.662517,-103.538336,1370.0,8.0,C
CJL4,   ,CAN,CY,LA LOCHE,56.473167,-109.403667,1513.0,13.0,C
CJL5,   ,CAN,CY,LYNCREST,49.8525,-96.973611,775.0,3.0,C
CJL6,   ,CAN,CY,ALTONA MUNI,49.094444,-97.533889,806.0,4.0,C
CJL8,YDU,CAN,CY,KASBA LAKE,60.291839,-102.501978,1143.0,7.0,C
CJL9,   ,CAN,CY,RADISSON,52.463056,-107.377222,1675.0,11.0,C
CJM2,   ,CAN,CY,ITUNA,51.146111,-103.426111,2200.0,12.0,C
CJM4,   ,CAN,CY,GRAVELBOURG,49.866667,-106.566667,2296.0,14.0,C
CJM5,   ,CAN,CY,FRONTIER,49.166667,-108.566667,2960.0,13.0,C
CJM6,   ,CAN,CY,ARBORFIELD,53.107778,-103.650556,1183.0,9.0,C
CJN2,   ,CAN,CY,KAMSACK,51.559722,-101.878889,1510.0,7.0,C
CJN3,   ,CAN,CY,IGNACE (MBCHC),49.4075,-91.634444,1500.0,-2.0,H
CJN4,   ,CAN,CY,ASSINIBOIA,49.734722,-105.946944,2370.0,10.0,C
CJN5,   ,CAN,CY,BANGA INTL AIR,52.000556,-106.4625,1690.0,11.0,C
CJN7,   ,CAN,CY,DUNLOP'S FLY-IN LODGE,56.58,-96.2475,700.0,1.0,C
CJO2,   ,CAN,CY,JOLIETTE (ST-THOMAS),46.007083,-73.382667,100.0,-15.0,C
CJP2,   ,CAN,CY,KERROBERT,51.926944,-109.129444,2208.0,12.0,C
CJP6,   ,CAN,CY,CAMSELL PORTAGE,59.61,-109.266944,750.0,14.0,C
CJP7,   ,CAN,CY,BIRD RIVER (LAC DU BONNET),50.396667,-95.735,950.0,2.0,C
CJP9,   ,CAN,CY,CHARLOT RIVER,59.601417,-109.138225,705.0,13.0,C
CJQ2,   ,CAN,CY,LAMPMAN,49.371867,-102.763281,1950.0,8.0,C
CJQ3,   ,CAN,CY,CARLYLE,49.644081,-102.286097,2075.0,7.0,C
CJQ4,   ,CAN,CY,MAPLE CREEK,49.896511,-109.475958,2522.0,12.0,C
CJQ6,   ,CAN,CY,TANQUARY FIORD,81.409444,-76.881667,50.0,-58.0,C
CJQ8,   ,CAN,CY,MARYFIELD,49.846325,-101.514108,1885.0,7.0,C
CJQ9,   ,CAN,CY,BIG SAND LAKE,57.62,-99.875278,1050.0,5.0,C
CJR2,   ,CAN,CY,LUSELAND,52.069536,-109.375036,2300.0,12.0,C
CJR3,   ,CAN,CY,GRACE LAKE,53.826472,-101.205333,873.0,6.0,C
CJR4,   ,CAN,CY,ESTON,51.144217,-108.762658,2225.0,12.0,C
CJR5,   ,CAN,CY,GLADSTONE,50.163611,-98.9425,900.0,5.0,C
CJR7,   ,CAN,CY,CANORA,51.628889,-102.45,1603.0,8.0,C
CJR8,   ,CAN,CY,MCCREARY,50.764386,-99.497006,1000.0,5.0,C
CJS2,   ,CAN,CY,MALCOLM I,56.949444,-102.239167,1120.0,7.0,C
CJS4,   ,CAN,CY,MOOSE JAW MUN,50.434694,-105.387672,1904.0,10.0,C
CJS5,   ,CAN,CY,KILLARNEY MUN,49.151667,-99.690278,1680.0,8.0,C
CJS7,   ,CAN,CY,CARMAN SOUTH,49.480342,-98.015897,876.0,5.0,C
CJT3,   ,CAN,CY,KNEE LAKE,54.915278,-94.798056,625.0,0.0,C
CJT4,   ,CAN,CY,CUMBERLAND HOUSE,53.956167,-102.298333,878.0,8.0,C
CJT5,   ,CAN,CY,MELITA,49.261667,-101.013889,1475.0,9.0,C
CJT8,   ,CAN,CY,HOMEWOOD,49.509167,-97.850556,815.0,4.0,C
CJT9,   ,CAN,CY,LEOVILLE,53.620556,-107.609444,1960.0,12.0,C
CJU3,   ,CAN,CY,MACDONALD,50.096389,-98.500833,840.0,7.0,C
CJU4,   ,CAN,CY,HUMBOLDT,52.176586,-105.133656,1859.0,10.0,C
CJU5,   ,CAN,CY,MINNEDOSA,50.271944,-99.763056,1840.0,8.0,C
CJU6,   ,CAN,CY,ARBORG,50.912778,-97.304444,765.0,6.0,C
CJU7,   ,CAN,CY,EDAM,53.185,-108.789167,1790.0,13.0,C
CJV2,   ,CAN,CY,NEILBURG,52.831389,-109.640278,2222.0,13.0,C
CJV5,   ,CAN,CY,NEEPAWA,50.232575,-99.510078,1277.0,5.0,C
CJV7,SUR,CAN,CY,SUMMER BEAVER,52.708728,-88.542069,833.0,-6.0,C
CJV8,   ,CAN,CY,GRAND RAPIDS,53.172583,-99.322989,861.0,5.0,C
CJV9,   ,CAN,CY,MELVILLE MUN,50.941389,-102.737778,1800.0,8.0,C
CJW2,   ,CAN,CY,OXBOW,49.223803,-102.146006,1850.0,7.0,C
CJW3,   ,CAN,CY,LOON LAKE,54.018333,-109.135278,1790.0,13.0,C
CJW4,   ,CAN,CY,PELICAN NARROWS,55.287242,-102.749461,1264.0,8.0,C
CJW5,   ,CAN,CY,RUSSELL,50.764056,-101.294069,1824.0,7.0,C
CJW7,   ,CAN,CY,CIGAR LAKE,58.052939,-104.484508,1554.0,9.0,C
CJX4,   ,CAN,CY,ROSETOWN,51.564433,-107.916769,1935.0,11.0,C
CJX5,   ,CAN,CY,SOURIS GLENWOOD INDUSTRIAL AIR,49.633333,-100.2,1480.0,6.0,C
CJY3,YTT,CAN,CY,TISDALE,52.836781,-104.065994,1532.0,9.0,C
CJY4,   ,CAN,CY,SANDY BAY,55.545472,-102.271936,1003.0,7.0,C
CJY5,   ,CAN,CY,STRATHCLAIR,50.396111,-100.425278,1875.0,6.0,C
CJZ2,   ,CAN,CY,PORTAGE LA PRAIRIE NORTH,49.993281,-98.303286,860.0,4.0,C
CJZ3,   ,CAN,CY,MELFORT (MILLER FIELD),52.864453,-104.700944,1492.0,9.0,C
CJZ4,   ,CAN,CY,SHELLBROOK,53.233333,-106.366667,1640.0,11.0,C
CKA4,   ,CAN,CY,ZHODA,49.280833,-96.501111,950.0,2.0,C
CKA8,   ,CAN,CY,ST FRANCOIS XAVIER,49.924444,-97.548889,798.0,5.0,C
CKA9,   ,CAN,CY,HANS ULRICKSEN,56.336503,-103.293508,1120.0,8.0,C
CKB2,   ,CAN,CY,PATUANAK,55.899119,-107.719347,1431.0,12.0,C
CKB6,YAX,CAN,CY,WAPEKEKA,53.849064,-89.579381,712.0,-5.0,C
CKB7,   ,CAN,CY,ROBLIN,51.234444,-101.3925,1821.0,7.0,C
CKB8,   ,CAN,CY,SILVER FALLS,50.5,-96.098056,775.0,5.0,C
CKC6,   ,CAN,CY,LANIGAN,51.845278,-104.992222,1750.0,10.0,C
CKC7,   ,CAN,CY,ROCKGLEN,49.166697,-105.933906,2700.0,10.0,C
CKC8,   ,CAN,CY,SOMERSET,49.4,-98.7,1563.0,8.0,C
CKC9,   ,CAN,CY,PANGMAN,49.646925,-104.665217,2300.0,9.0,C
CKD2,   ,CAN,CY,PORCUPINE PLAIN,52.619722,-103.247778,1635.0,8.0,C
CKD5,   ,CAN,CY,KIPLING,50.099167,-102.606667,2157.0,8.0,C
CKD7,   ,CAN,CY,ROLAND (GRAHAM FIELD),49.408333,-97.990556,865.0,4.0,C
CKD8,   ,CAN,CY,BALSAM LAKE,44.539889,-78.888633,864.0,-11.0,C
CKD9,   ,CAN,CY,SLATE FALLS,51.130069,-91.665464,1355.0,-2.0,C
CKE2,   ,CAN,CY,QUILL LAKE,52.066667,-104.266667,1750.0,9.0,C
CKE8,   ,CAN,CY,UNITY,52.445658,-109.184172,2090.0,13.0,C
CKE9,   ,CAN,CY,NIPIGON (DISTRICT MEML HOSPITA,49.016111,-88.278889,761.0,-4.0,H
CKF2,   ,CAN,CY,RADVILLE,49.460556,-104.271667,2067.0,9.0,C
CKF3,   ,CAN,CY,ATIKOKAN (GENERAL HOSPITAL),48.754722,-91.596631,1285.0,-1.0,H
CKF4,   ,CAN,CY,GOODSOIL,54.416667,-109.233333,1750.0,13.0,C
CKF6,   ,CAN,CY,MAC GREGOR,49.967439,-98.7603,950.0,5.0,C
CKF9,   ,CAN,CY,DE LESSEPS LAKE,50.7175,-90.683611,1312.0,-3.0,C
CKG2,   ,CAN,CY,RIVERTON,50.971667,-97.011111,725.0,3.0,C
CKG5,   ,CAN,CY,MANITOU,49.246111,-98.538611,1592.0,7.0,C
CKG8,   ,CAN,CY,KAKABEKA FALLS,48.418333,-89.601944,1000.0,-2.0,C
CKH3,   ,CAN,CY,DEBDEN,53.531944,-106.883889,1700.0,11.0,C
CKH8,   ,CAN,CY,LUMSDEN (COLHOUN),50.6675,-104.789444,1900.0,9.0,C
CKH9,   ,CAN,CY,KELOWNA (GEN HOSP),49.874269,-119.492364,1349.0,17.0,H
CKJ2,   ,CAN,CY,ROSENORT,49.453056,-97.4225,779.0,6.0,C
CKJ7,   ,CAN,CY,STARBUCK,49.706053,-97.680525,785.0,4.0,C
CKJ8,   ,CAN,CY,MOLSON LAKE,54.258056,-97.011111,750.0,6.0,C
CKJ9,   ,CAN,CY,LEMBERG,50.709583,-103.196806,2050.0,8.0,C
CKK2,   ,CAN,CY,ST. BRIEUX,52.65,-104.866667,1780.0,10.0,C
CKK3,   ,CAN,CY,SCOBEY BORDER STATION,49.0,-105.398889,2501.0,11.0,C
CKK7,   ,CAN,CY,STEINBACH (SOUTH),49.493978,-96.698933,888.0,3.0,C
CKL2,   ,CAN,CY,SELKIRK,50.172222,-96.872222,747.0,3.0,C
CKL3,WNN,CAN,CY,WUNNUMIN LAKE,52.893917,-89.289075,819.0,-5.0,C
CKL5,   ,CAN,CY,SHOAL LAKE,50.457058,-100.609292,1836.0,6.0,C
CKL6,   ,CAN,CY,LITTLE BEAR LAKE,54.291944,-104.671389,2100.0,10.0,C
CKL8,   ,CAN,CY,UPSALA,49.050278,-90.469167,1581.0,-2.0,H
CKL9,   ,CAN,CY,REGINA BEACH,50.757222,-104.982778,1850.0,13.0,C
CKM4,   ,CAN,CY,JAN LAKE,54.830833,-102.788611,1135.0,8.0,C
CKM6,   ,CAN,CY,EASTERVILLE,53.108711,-99.797644,881.0,5.0,C
